screenName,Tweets,Timeframe,Links,profilePictue
@CDCgov,"As of August 17, forecasts suggest that up to 9,600 new weekly deaths will be reported in the week ending September 12. These data predict 187,000 to 205,000 total reported #COVID19 deaths in the US by September 12. Learn more:  . https://t.co/V2M0xhFIXz",2020-08-21 20:47:01,https://t.co/Ft6cgmaMPX,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CDCgov,DYK: There’s no data to suggest that mosquito and tick bites spread coronaviruses. The main way that #COVID19 spreads is from person to person. Learn more:  . https://t.co/lCHWwsp8pF,2020-08-21 18:48:00,https://t.co/ewCr9zk50a,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CovidIndiaSeva,"Kindly refer to the following link for #COVID19 stats for #Gujarat:  

#COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #COVIDUpdates #CoronaUpdates #Corona #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic https://t.co/ffHMpkRHfd",2020-08-21 17:39:00,https://t.co/giAlsRMmex,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CDCgov,"Rhode Island child care programs that followed reopening requirements, such as limited interactions between classes and adults wearing masks, from @RIHumanServices had limited spread of #COVID19. Read more in @CDCMMWR:  . @RIHEALTH https://t.co/6BVk74lozR",2020-08-21 17:04:07,https://t.co/CujHB1oVnJ,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CovidIndiaSeva,"As of today, there are 1549 Dedicated #COVID19 hospitals, 3092 Dedicated #COVID Health Centres, 11,555 #COVID_19 Care Centres, and 12,949 #QuarantineCentres

#COVID__19 #COVIDー19 #COVIDUpdates #CoronaUpdates #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic  ",2020-08-21 16:26:00,https://t.co/6vawRQI0Ph,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"The yellow colour on @SetuAarogya signifies moderate risk of infection. You are advised to follow instructions on the screen, self-quarantine &amp; isolation and to monitor your health. Do continue to take precautions and contact 1075 for assistance.

#COVID19 #COVID_19 #COVID19India  ",2020-08-21 16:10:00,https://t.co/QIKfi7QIoO,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"You are advised to consult a doctor in nearby health facility in-person or via #telemedicine service to get the correct diagnosis of the symptoms.

You may also contact Delhi #COVID19 helpline numbers for assistance: 011-22391014 / 22302441 / 22307133 / 22304568 / 22307745  ",2020-08-21 15:51:00,https://t.co/g0ka0UBSq6,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@COVIDNewsByMIB,"#IndiaFightsCorona:

📍Experts from #AIIMS, Delhi share basic steps on #handwashing  to fight against #COVID19. 

➡️ 

@drharshvardhan @PIB_India @DDNewslive @UNICEFIndia @UNinIndia
 
Via @MoHFW_INDIA https://t.co/qRRxEQxkUZ",2020-08-21 15:50:23,https://t.co/bI61f0jPpz,http://pbs.twimg.com/profile_images/1244933005795135489/bPoYebla_normal.jpg
@CovidIndiaSeva,@saikumart017 @MoHFW_INDIA @WHO @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @COVIDNewsByMIB @DDNewslive @airnewsalerts @PTI_News @ani_digital You may refer to the #Telangana media bulletin for daily #COVID19 updates here:   ,2020-08-21 15:42:10,https://t.co/LmIAabLMJI,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@WHO,"""In July we added “actionables” for each of these policy prescriptions, providing 81 concrete steps for policy-makers to build a healthier, fairer, greener world""-@DrTedros #COVID19 

 ",2020-08-21 15:36:42,https://t.co/VWErykRxAr,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"""In May, WHO published our “Manifesto for a Healthy and Green Recovery”, with six policy prescriptions for protecting nature""-@DrTedros #COVID19 

 ",2020-08-21 15:35:57,https://t.co/19aDj7fyn6,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"""To do that, every single person must be involved. 

Every single person can make a difference. 

Every person, family, community and nation must make their own decisions, based on the level of risk where they live""-@DrTedros #COVID19 

 ",2020-08-21 15:30:00,https://t.co/auBt3uupyI,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"""These patients want three things: recognition, rehab and research.
Recognition of their disease, appropriate rehabilitation services, and more research to be done into the long-term effects of this new illness""-@DrTedros #COVID19 

 ",2020-08-21 15:23:32,https://t.co/rDaZX35J7d,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,Media briefing on #COVID19 with @DrTedros  ,2020-08-21 15:14:57,https://t.co/p43NqC4m7C,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CovidIndiaSeva,"The #novel #coronavirus is a new virus and various studies are underway on various aspects to know more about this virus. But, as of now, there’s no evidence reported that virus can spread by perspiration.

#Covid_19 #COVIDー19 #coronaupdatesindia #CoronaVirusUpdates #coronavirus  ",2020-08-21 14:34:00,https://t.co/8yZDLzyACu,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"As of today (8AM), #Maharashtra has the highest no. of active #COVID19 cases (1,62,806).

#COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #COVIDUpdates #CoronaUpdates #Corona #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic  ",2020-08-21 14:00:01,https://t.co/f4ciyZFWkB,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@COVIDNewsByMIB,"#IndiaFightsCorona: 

Election Commission of India approved the broad guidelines for conduct of general/bye elections during #COVID19 period. 

These are available at:  

Read Details: https://t.co/YyivMUayzO 

@ECISVEEP @drharshvardhan @PIBHomeAffairs",2020-08-21 13:46:32,https://t.co/eteSNOqc2F,http://pbs.twimg.com/profile_images/1244933005795135489/bPoYebla_normal.jpg
@CovidIndiaSeva,"Acc to @MoHFW_INDIA, #COVID19 #RecoveryRate and #FatalityRate are 74.30% and 1.89% respectively as on 21st August, 2020 (till 6PM).

#COVID__19 #COVID #COVID_19 #COVIDー19 #COVIDUpdates #CoronaUpdates #Corona #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic  ",2020-08-21 13:24:11,https://t.co/e2gZ5Er1BZ,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"Identity of persons is not disclosed on @SetuAarogya app. However, in case, you come in contact with a #COVID19 case, you will be notified via #AarogyaSetu app along with the date, time &amp; approximate location &amp; duration of such contacts.

#COVID__19 #COVID #COVID_19 #COVIDー19  ",2020-08-21 12:50:29,https://t.co/MDSQDbUtmP,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@MoHFW_INDIA,"Committed towards finding engaging ways to promote COVID Appropriate Behaviours, Hon’ble HFM @drharshvardhan launched an online game - The Corona Fighters available on   

#TogetherAgainstCovid19 #IndiaFightsCorona 
@PMOIndia @AshwiniKChoubey @PIB_India https://t.co/bdQaK34rmC",2020-08-21 11:29:26,https://t.co/KJBscBZ2YY,http://pbs.twimg.com/profile_images/1007597308664377344/ECLJlkpv_normal.jpg
@COVIDNewsByMIB,"#IndiaFightsCorona: 

@ECISVEEP issues broad guidelines for conduct of General/Bye elections during #COVID19 period. 

These are available at:  

@PrakashJavdekar @PIB_India @DDNewslive https://t.co/KtEj5oSe3d",2020-08-21 11:29:05,https://t.co/7R59GPFOPg,http://pbs.twimg.com/profile_images/1244933005795135489/bPoYebla_normal.jpg
@CovidIndiaSeva,"...delirium, &amp; absence of fever. Children might not have reported fever or cough as frequently as adults. Children might not have reported fever or cough as frequently as adults:  

#COVID__19 #COVID_19 #COVIDー19 #COVID19India #coronavirus #CoronavirusIndia",2020-08-21 11:02:54,https://t.co/HtiPH2KXcO,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"Acc to @MoHFW_INDIA's Clinical Management Protocol for #COVID19, patients reporting to various #COVID treatment facilities have mentioned signs &amp; symptoms like fever, cough, fatigue, shortness of breath, expectoration/ sputum, myalgia /muscle pain, rhinorrhea/runny nose...
(1/3)  ",2020-08-21 11:02:53,https://t.co/g0Dbn96kQr,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@WHO,"During #COVID19, WHO suggests holding events outdoors. If not possible, choose well-ventilated indoor areas.

More details 👉  https://t.co/qpw3eAWr0w",2020-08-21 08:51:07,https://t.co/CvdA38FPNL,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"Before your event starts, you should brief guests about precautions ❗️ and remind them of these during the event. #COVID19

More details 👉  https://t.co/28PdWL6uXz",2020-08-21 07:55:22,https://t.co/CvdA38FPNL,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"Are you organizing a small gathering or event such as a wedding 💒, a local sports match ⚽️or a party 🎉?

Follow this thread to learn about precautions you should take to prevent the spread of #COVID19 among guests.
👉  https://t.co/YFQC6cpDG2",2020-08-21 07:25:16,https://t.co/CvdA38FPNL,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@MoHFW_INDIA,"#COVID19 vaccine deals in the works with candidates, producers, says Union Health Minister @drharshvardhan in an interview with @htdelhi.

 

@PMOIndia @PIB_India @DDNewslive @airnewsalerts
@ICMRDELHI @COVIDNewsByMIB @CovidIndiaSeva @mygovindia",2020-08-21 03:02:59,https://t.co/W74qGNNXOm,http://pbs.twimg.com/profile_images/1007597308664377344/ECLJlkpv_normal.jpg
@CDCgov,A new @CDCMMWR report shows that mass testing in 16 U.S. prisons and jails identified 12 times more cases of #COVID19 than when testing was offered based on symptoms alone. Learn more:  . https://t.co/5qMIssd5Hf,2020-08-20 19:45:05,https://t.co/gelrrOusK9,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CovidIndiaSeva,"Many studies are going on to understand the immune system response to #novel #coronavirus infection, reinfection, &amp; relapse of #COVID_19. 
However, as of today, there is no evidence to prove or disprove that people can once again become #COVID19 positive after recovery.  ",2020-08-20 18:01:00,https://t.co/8cRvtZ9KEj,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CDCgov,New in @CDCMMWR: Learn how rigorous testing during intake and separating new incarcerated people into groups likely helped prevent a #COVID19 outbreak in correctional facilities in Puerto Rico. Learn more:  . https://t.co/feMDnigN5t,2020-08-20 17:45:06,https://t.co/LXapbDkSUw,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CovidIndiaSeva,"Kindly consult a doctor for assistance. You may also use eSanjeevaniOPD, a completely free #telemedicine service by 
@MoHFW_INDIA:  

#COVID19 #COVID__19 #COVID #COVID_19 #COVIDー19 #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic https://t.co/Xa6ENvRoOu",2020-08-20 17:39:00,https://t.co/qBVAtDMsKJ,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"Kindly refer to the following link for the #UttarPradesh  Govt. order for #Ivermectin:  

#COVID19 #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #COVIDUpdates #CoronaUpdates #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic https://t.co/UwW7GB40oZ",2020-08-20 16:45:00,https://t.co/aMXwCTQtvH,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@WHO,"When you attend a small gathering or event, wearing a mask 😷 could help protect you &amp; others from #COVID19 infection.

More details 👉  https://t.co/0CYTwiPLxs",2020-08-20 16:24:32,https://t.co/CvdA38FPNL,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CovidIndiaSeva,"You may also contact #Nalbari District #COVID19 control room for assistance 03624-220219/1077(Toll-Free):  

#COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic",2020-08-20 16:20:51,https://t.co/LZ84gYVdnC,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CDCgov,"If you’re planning to stay with friends or family outside of your household to evacuate from #wildfires, talk with them about how you all can best protect yourselves from #COVID19. Find more safety tips here:  . https://t.co/9DWsSuPYqW",2020-08-20 16:00:32,https://t.co/2xlF9MccFt,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@WHO,"If you are feeling unwell🤒, you should avoid attending any small gathering or event, and stay at home.

More details 👉  #COVID19 https://t.co/ikqv2kbG9J",2020-08-20 15:44:27,https://t.co/CvdA38FPNL,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CovidIndiaSeva,"Kindly contact the 24x7 National #CGHS toll-free helpline regarding the issue: 18002088900
 

#COVID19 #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic https://t.co/Ld45DqoPBT",2020-08-20 15:43:27,https://t.co/MNqi97KBiP,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CDCgov,"#HCPs: Don’t miss today’s CDC Clinician Outreach and Communication (COCA) call, “2020-2021 Influenza Vaccination Recommendations and Clinical Guidance during the COVID-19 Pandemic.” 2-3 pm ET.   #COVID19 https://t.co/USJgZnBG1j",2020-08-20 15:35:04,https://t.co/P1SvWRUeHh,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@MoHFW_INDIA,"#IndiaFightsCorona

@drharshvardhan launched #TheCoronaFighters ( ), an interactive game on #COVID19 &amp; 2 new promotional videos urging adherence to key COVID Appropriate Behaviours in the presence of Shri @AshwiniKChoubey. 

https://t.co/BKRARglqYI https://t.co/UTGljLGZAp",2020-08-20 15:28:22,https://t.co/RhtrJrO5By,http://pbs.twimg.com/profile_images/1007597308664377344/ECLJlkpv_normal.jpg
@WHO,"Before attending any small gathering or event, you should be well informed, and comply with local regulations.

More details 👉  #COVID19 https://t.co/BBUQkl4j3Q",2020-08-20 14:43:08,https://t.co/CvdA38FPNL,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CovidIndiaSeva,"The symptoms of #COVID19 are Fever, Cough, Fatigue, breathlessness, running nose, sore throat, loss of smell/taste etc:  
You are advised to monitor your health &amp; consult a doctor (in-person or via #telemedicine) or call 1075 /+91-11-23978046 for assistance. https://t.co/AEuX84mr0s",2020-08-20 14:19:00,https://t.co/HtiPH32yBo,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"For #COVID19 information &amp; bed availability, kindly contact your ward control room.

#Mumbai #Maharashtra #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #COVIDUpdates #CoronaUpdates #Corona #coronavirus #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic   https://t.co/hbxKma5GOz",2020-08-20 13:45:00,https://t.co/p5OdgMsthU,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@WHO,Live Q&amp;A on #COVID19 and older people. #AskWHO  ,2020-08-20 13:39:47,https://t.co/sJ8fNvQVMi,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"It's #WorldMosquitoDay. 

FACT: #COVID19 cannot be transmitted through mosquito 🦟 bites 👉 

#KnowTheFacts https://t.co/RwnLwKU0Ls",2020-08-20 12:52:54,https://t.co/TdKoGmWrIr,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@WHO,"Are you attending a small gathering or event during #COVID19?

Follow this thread to learn how you can protect yourself &amp; others from getting infected with COVID-19!   https://t.co/BWWLUN60cn",2020-08-20 12:36:33,https://t.co/CvdA38FPNL,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CovidIndiaSeva,"Kindly refer to the link for #Pune #epass:  
However, before finalizing your itinerary kindly contact Pune District Helpline 1800-1030-222 and #Ahmedabad District Administration for details: 079-25353858

#Maharashtra #Gujarat #COVID19 #COVID #COVID_19 https://t.co/zqqeILTbff",2020-08-20 12:22:28,https://t.co/kWVkO1tub5,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@WHO,"#ICYMI live Q&amp;A on #COVID19 with @DrMikeRyan and Dr @mvankerkhove, you can also watch it now on @instagram ⬇️
 ",2020-08-20 11:49:32,https://t.co/FTVNP7nYf5,http://pbs.twimg.com/profile_images/875476478988886016/_l61qZdR_normal.jpg
@CovidIndiaSeva,"Acc to @MoHFW_INDIA guidelines, there is no second #COVID_19 test for mild/very mild/pre-symptomatic/asymptomatic cases.
Only severe #COVID19 cases including immune-compromised patients are tested (after the resolution of symptoms) before discharge:   https://t.co/8Wq2yP9RzY",2020-08-20 10:29:00,https://t.co/c5fui6CYvB,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"Kindly refer to the following link for @MoCA_GoI state-wise #quarantine guidelines:  
However, it is advised that you connect with the airlines for any quarantine updates before finalizing your itinerary

#COVID19 #COVID__19 #COVID_19 #COVIDー19 #coronavirus https://t.co/56VIMx3hKv",2020-08-20 09:59:11,https://t.co/KznCyfX70Q,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"Spraying individuals or others with chemical disinfectants is not recommended under any circumstances as it may be physically and psychologically harmful.
@MoHFW_INDIA has already issued an advisory against it for #COVID19 management:  

#COVID__19 #COVID https://t.co/G0ZznAiFhw",2020-08-20 09:05:00,https://t.co/mxdtMRR50K,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"Kindly avoid any kind of self-medication, as it can be harmful to you. If you have #COVID19 related symptoms like fever, cough, sore throat, difficulty in breathing etc., please visit to your nearby health facility for a check-up &amp; follow doctor’s prescription accordingly.  ",2020-08-20 08:20:00,https://t.co/t3gsQVyiOn,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CovidIndiaSeva,"As per @MoHFW_INDIA, very mild/pre-symptomatic/ asymptomatic #COVID19 patients, having the requisite facility at their residence for #SelfIsolation &amp; for quarantining family contacts, will have the option for #HomeIsolation with certain conditions.  ",2020-08-20 06:50:25,https://t.co/GMAQDMdGSA,http://pbs.twimg.com/profile_images/1252294475688206336/HV36JQD0_normal.jpg
@CDCgov,"Recent case data also show that ethnic/racial minority groups are overly affected by #COVID19. Hispanic and non-White people make up 40% of the US population, but about 60% of COVID-19 cases. See more demographic trends using CDC’s COVID Data Tracker:  . https://t.co/sAohvE4EaI",2020-08-19 21:05:41,https://t.co/MLJ56QCW37,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CDCgov,"Over half of households had additional infections after COVID-19 was introduced by a household member, finds a CDC study. Learn more:  . https://t.co/joFuzg4Vfx",2020-08-19 19:49:02,https://t.co/pN20Dpfd22,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CDCgov,"For more information on what CDC is doing to partner with tribal communities to respond to COVID-19, visit:  . https://t.co/aF7x076mBq",2020-08-19 19:31:22,https://t.co/2Xjim3GaiS,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CDCgov,A new report in @CDCMMWR shows that the rate of #COVID19 among American Indian and Alaska Native people was 3.5 times that of non-Hispanic white persons in the first 6 months of the pandemic in 23 states. Learn more:  . https://t.co/fqOezG7jGx,2020-08-19 19:31:21,https://t.co/q1mmzSNE6v,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CDCgov,"With changes in food availability in some communities during the #COVID19 pandemic, you may be consuming more canned or packaged food. Tips on purchasing canned and packaged goods using the Nutrition Facts Label are available.   https://t.co/KLbS5mbrBZ",2020-08-19 18:36:02,https://t.co/nhtDhyNhJy,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
@CDCgov,"CDC has given more than $200M to address #COVID19 health disparities among American Indian &amp; Alaska Native people, who have suffered a disproportionate burden of illness. Funding will broaden access to COVID-19 resources across tribal communities.   https://t.co/KwoPLuxG4g",2020-08-19 17:45:01,https://t.co/MG8e5TWigl,http://pbs.twimg.com/profile_images/880104586211581952/KPwn1JyQ_normal.jpg
